"ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_FONTE","ORGAO_UNIFICADO_ID","ORGAO_UNIFICADO_SITUACAO","ORGAO_UNIFICADO_COD_SIORG_ORIGEM","ORGAO_PADRONIZADO_ID","ORG_PADR_ID_OU"
10,MEC,MINISTÉRIO DA EDUCAÇÃO,101,UFRR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,26250,UFRR,UNIVERSIDADE FEDERAL DE RORAIMA,SIAFI,538,ATIVO,1605,227,101
10,MEC,MINISTÉRIO DA EDUCAÇÃO,78,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,26282,UFV,UNIVERSIDADE FEDERAL DE VICOSA,SIAFI,336,ATIVO,474,182,78
10,MEC,MINISTÉRIO DA EDUCAÇÃO,80,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,26273,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,SIAFI,335,ATIVO,476,18,80
10,MEC,MINISTÉRIO DA EDUCAÇÃO,65,UNIFAL-MG,UNIVERSIDADE FEDERAL DE ALFENAS,26260,UNIFAL-MG,UNIVERSIDADE FEDERAL DE ALFENAS,SIAFI,375,ATIVO,461,75,65
10,MEC,MINISTÉRIO DA EDUCAÇÃO,66,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,26261,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBA,SIAFI,540,ATIVO,462,146,66
10,MEC,MINISTÉRIO DA EDUCAÇÃO,67,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,26263,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,SIAFI,330,ATIVO,463,44,67
10,MEC,MINISTÉRIO DA EDUCAÇÃO,68,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,26262,UNIFESP,UNIVERSIDADE FEDERAL DE SAO PAULO,SIAFI,328,ATIVO,464,247,68
10,MEC,MINISTÉRIO DA EDUCAÇÃO,61,UFRA,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,26253,UFRA,UNIVERSIDADE FEDERAL RURAL DA AMAZONIA,SIAFI,407,ATIVO,457,219,61
10,MEC,MINISTÉRIO DA EDUCAÇÃO,62,UFERSA-RN,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,26264,UFERSA-RN,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO/RN,SIAFI,376,ATIVO,458,114,62
10,MEC,MINISTÉRIO DA EDUCAÇÃO,63,UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,26254,UFTM,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,SIAFI,507,ATIVO,459,246,63
10,MEC,MINISTÉRIO DA EDUCAÇÃO,64,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,26255,UFVJM,UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,SIAFI,508,ATIVO,460,17,64
10,MEC,MINISTÉRIO DA EDUCAÇÃO,58,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,26258,UTFPR,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,SIAFI,563,ATIVO,454,73,58
10,MEC,MINISTÉRIO DA EDUCAÇÃO,48,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,26247,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,SIAFI,536,ATIVO,431,244,48
10,MEC,MINISTÉRIO DA EDUCAÇÃO,49,UFRRJ,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,26249,UFRRJ,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,SIAFI,537,ATIVO,432,144,49
10,MEC,MINISTÉRIO DA EDUCAÇÃO,50,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,26248,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,SIAFI,326,ATIVO,433,218,50
10,MEC,MINISTÉRIO DA EDUCAÇÃO,41,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,26237,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,SIAFI,559,ATIVO,424,13,41
10,MEC,MINISTÉRIO DA EDUCAÇÃO,42,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,26234,UFES,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,SIAFI,532,ATIVO,425,113,42
10,MEC,MINISTÉRIO DA EDUCAÇÃO,43,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,26245,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SIAFI,505,ATIVO,426,70,43
10,MEC,MINISTÉRIO DA EDUCAÇÃO,44,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,26236,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,SIAFI,321,ATIVO,427,243,44
10,MEC,MINISTÉRIO DA EDUCAÇÃO,45,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,26241,UFPR,UNIVERSIDADE FEDERAL DO PARANA,SIAFI,290,ATIVO,428,14,45
10,MEC,MINISTÉRIO DA EDUCAÇÃO,46,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,26246,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,SIAFI,292,ATIVO,429,143,46
10,MEC,MINISTÉRIO DA EDUCAÇÃO,35,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,26242,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,SIAFI,561,ATIVO,418,179,35
10,MEC,MINISTÉRIO DA EDUCAÇÃO,36,UFPB,UNIVERSIDADE FEDERAL DA PARAÍBA,26240,UFPB,UNIVERSIDADE FEDERAL DA PARAIBA,SIAFI,403,ATIVO,419,11,36
10,MEC,MINISTÉRIO DA EDUCAÇÃO,36,UFPB,UNIVERSIDADE FEDERAL DA PARAÍBA,26240,UFPB,UNIVERSIDADE FEDERAL DA PARAIBA,SIAPE,437,NÃO INFORMADO,419,11,36
10,MEC,MINISTÉRIO DA EDUCAÇÃO,46,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,26246,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,SIAPE,338,NÃO INFORMADO,429,143,46
10,MEC,MINISTÉRIO DA EDUCAÇÃO,45,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,26241,UFPR,UNIVERSIDADE FEDERAL DO PARANA,SIAPE,390,NÃO INFORMADO,428,14,45
10,MEC,MINISTÉRIO DA EDUCAÇÃO,37,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,26231,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,SIAPE,355,NÃO INFORMADO,420,43,37
10,MEC,MINISTÉRIO DA EDUCAÇÃO,38,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,26232,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,SIAPE,148,NÃO INFORMADO,421,69,38
10,MEC,MINISTÉRIO DA EDUCAÇÃO,39,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,26235,UFGO,UNIVERSIDADE FEDERAL DE GOIAS,SIAPE,423,NÃO INFORMADO,422,12,39
10,MEC,MINISTÉRIO DA EDUCAÇÃO,35,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,26242,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,SIAPE,337,NÃO INFORMADO,418,179,35
10,MEC,MINISTÉRIO DA EDUCAÇÃO,40,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,26238,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,SIAPE,266,NÃO INFORMADO,423,142,40
10,MEC,MINISTÉRIO DA EDUCAÇÃO,44,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,26236,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,SIAPE,436,NÃO INFORMADO,427,243,44
10,MEC,MINISTÉRIO DA EDUCAÇÃO,42,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,26234,UFES,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,SIAPE,265,NÃO INFORMADO,425,113,42
10,MEC,MINISTÉRIO DA EDUCAÇÃO,43,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,26245,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SIAPE,439,NÃO INFORMADO,426,70,43
10,MEC,MINISTÉRIO DA EDUCAÇÃO,50,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,26248,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,SIAPE,153,NÃO INFORMADO,433,218,50
10,MEC,MINISTÉRIO DA EDUCAÇÃO,41,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,26237,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,SIAPE,291,NÃO INFORMADO,424,13,41
10,MEC,MINISTÉRIO DA EDUCAÇÃO,51,IFPI,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",26431,IFPI,IFPI,SIAPE,474,NÃO INFORMADO,434,245,51
10,MEC,MINISTÉRIO DA EDUCAÇÃO,52,IFRN,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",26435,IFRN,IFRN,SIAPE,480,NÃO INFORMADO,439,71,52
10,MEC,MINISTÉRIO DA EDUCAÇÃO,48,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,26247,UFSM/RS,UNIVERSIDADE FEDERAL DE SANTA MARIA,SIAPE,293,NÃO INFORMADO,431,244,48
10,MEC,MINISTÉRIO DA EDUCAÇÃO,49,UFRRJ,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,26249,UFRRJ,UNIV. FEDERAL RURAL DO RIO DE JANEIRO,SIAPE,357,NÃO INFORMADO,432,144,49
10,MEC,MINISTÉRIO DA EDUCAÇÃO,47,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,26244,UFRGS/RS,UNIVERSIDADE FED. DO RIO GRANDE DO SUL,SIAPE,391,NÃO INFORMADO,430,217,47
10,MEC,MINISTÉRIO DA EDUCAÇÃO,57,IFSP,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",26439,IFSP,IFSP,SIAPE,404,NÃO INFORMADO,453,15,57
10,MEC,MINISTÉRIO DA EDUCAÇÃO,64,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,26255,UFVJM,FAC FEDERAL DE ODONTOLOGIA DE DIAMANTINA,SIAPE,359,NÃO INFORMADO,460,17,64
10,MEC,MINISTÉRIO DA EDUCAÇÃO,58,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,26258,UTFPR,CENTRO FED. DE EDUCACAO TECNOL.DO PARANA,SIAPE,500,NÃO INFORMADO,454,73,58
10,MEC,MINISTÉRIO DA EDUCAÇÃO,62,UFERSA-RN,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,26264,UFERSA-RN,ESCOLA SUP. DE AGRICULTURA DE MOSSORO,SIAPE,393,NÃO INFORMADO,458,114,62
10,MEC,MINISTÉRIO DA EDUCAÇÃO,66,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,26261,UNIFEI,ESCOLA FEDERAL DE ENGENHARIA DE ITAJUBA,SIAPE,342,NÃO INFORMADO,462,146,66
10,MEC,MINISTÉRIO DA EDUCAÇÃO,63,UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,26254,UFTM,FAC. DE MEDICINA DO TRIANGULO MINEIRO,SIAPE,339,NÃO INFORMADO,459,246,63
10,MEC,MINISTÉRIO DA EDUCAÇÃO,53,IFBA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",26427,IFBA,IFBA,SIAPE,473,NÃO INFORMADO,444,145,53
10,MEC,MINISTÉRIO DA EDUCAÇÃO,54,CEFET-MG,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,26257,CEFET/MG,CENTRO FED. DE EDUC. TECNOLOGICA DE MG,SIAPE,294,NÃO INFORMADO,445,72,54
10,MEC,MINISTÉRIO DA EDUCAÇÃO,55,CEFET-RJ,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA - CELSO SUCKOW DA FONSECA,26256,CEFET/RJ,CENTRO FED. ED. TEC. CELSO S. FONSECA,SIAPE,341,NÃO INFORMADO,448,180,55
10,MEC,MINISTÉRIO DA EDUCAÇÃO,56,IFG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",26429,IFGO,IFGO,SIAPE,366,NÃO INFORMADO,451,181,56
10,MEC,MINISTÉRIO DA EDUCAÇÃO,61,UFRA,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,26253,UFRA,FACULDADE DE CIENCIAS AGRARIA DO PARA,SIAPE,425,NÃO INFORMADO,457,219,61
10,MEC,MINISTÉRIO DA EDUCAÇÃO,60,IFSUL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",26436,IFSRIOGRAN,IFSRIOGRAN,SIAPE,324,NÃO INFORMADO,456,74,60
10,MEC,MINISTÉRIO DA EDUCAÇÃO,70,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,26275,UFAC,UNIVERSIDADE FEDERAL DO ACRE,SIAPE,295,NÃO INFORMADO,466,45,70
10,MEC,MINISTÉRIO DA EDUCAÇÃO,59,IFSC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",26438,IFSC,IFSC,SIAPE,325,NÃO INFORMADO,455,16,59
10,MEC,MINISTÉRIO DA EDUCAÇÃO,68,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,26262,UNIFESP,UNIVERSIDADE FEDERAL DE SAO PAULO,SIAPE,442,NÃO INFORMADO,464,247,68
10,MEC,MINISTÉRIO DA EDUCAÇÃO,69,UFAM,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,26270,FUAM,FUNDACAO UNIVERSIDADE DO AMAZONAS,SIAPE,361,NÃO INFORMADO,465,220,69
10,MEC,MINISTÉRIO DA EDUCAÇÃO,67,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,26263,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,SIAPE,443,NÃO INFORMADO,463,44,67
10,MEC,MINISTÉRIO DA EDUCAÇÃO,65,UNIFAL-MG,UNIVERSIDADE FEDERAL DE ALFENAS,26260,UNIFAL-MG,ESCOLA DE FARM. E ODONTOLOGIA DE ALFENAS,SIAPE,441,NÃO INFORMADO,461,75,65
10,MEC,MINISTÉRIO DA EDUCAÇÃO,76,UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,26274,UFU,FUNDACAO UNIV. FEDERAL DE UBERLANDIA,SIAPE,394,NÃO INFORMADO,472,249,76
10,MEC,MINISTÉRIO DA EDUCAÇÃO,74,UNB,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,26271,UNB,FUNDACAO UNIVERSIDADE DE BRASILIA,SIAPE,445,NÃO INFORMADO,470,148,74
10,MEC,MINISTÉRIO DA EDUCAÇÃO,75,UFMT,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,26276,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,SIAPE,362,NÃO INFORMADO,471,115,75
10,MEC,MINISTÉRIO DA EDUCAÇÃO,83,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,26283,UFMS,UNIV. FEDERAL DE MATO GROSSO DO SUL,SIAPE,171,NÃO INFORMADO,827,19,83
10,MEC,MINISTÉRIO DA EDUCAÇÃO,71,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,26272,FUMA,FUNDACAO UNIVERSIDADE DO MARANHAO,SIAPE,267,NÃO INFORMADO,467,147,71
10,MEC,MINISTÉRIO DA EDUCAÇÃO,72,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,26279,UFPI,UNIVERSIDADE FEDERAL DO PIAUI,SIAPE,298,NÃO INFORMADO,468,46,72
10,MEC,MINISTÉRIO DA EDUCAÇÃO,73,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,26281,FUFS,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,SIAPE,170,NÃO INFORMADO,469,248,73
10,MEC,MINISTÉRIO DA EDUCAÇÃO,81,UFPEL,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,26278,FUFPEL,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,SIAPE,169,NÃO INFORMADO,477,250,81
10,MEC,MINISTÉRIO DA EDUCAÇÃO,79,UFSCAR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,26280,FUFSCAR,UNIVERSIDADE FEDERAL DE SAO CARLOS,SIAPE,299,NÃO INFORMADO,475,47,79
10,MEC,MINISTÉRIO DA EDUCAÇÃO,101,UFRR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,26250,UFRR,UNIVERSIDADE FEDERAL DE RORAIMA,SIAPE,392,NÃO INFORMADO,1605,227,101
10,MEC,MINISTÉRIO DA EDUCAÇÃO,80,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,26273,FURG,FUNDACAO UNIVERSIDADE DE RIO GRANDE,SIAPE,268,NÃO INFORMADO,476,18,80
10,MEC,MINISTÉRIO DA EDUCAÇÃO,78,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,26282,UFV,UNIVERSIDADE FEDERAL DE VICOSA,SIAPE,446,NÃO INFORMADO,474,182,78
10,MEC,MINISTÉRIO DA EDUCAÇÃO,77,FUFOP,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,26277,FUFOP,FUNDACAO UNIV. FEDERAL DE OURO PRETO,SIAPE,296,NÃO INFORMADO,473,116,77
10,MEC,MINISTÉRIO DA EDUCAÇÃO,102,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,26286,UNIFAP,FUNDACAO UNVERSIDADE FEDERAL DO AMAPA,SIAPE,396,NÃO INFORMADO,1710,82,102
10,MEC,MINISTÉRIO DA EDUCAÇÃO,103,FUNREI,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,26285,FUNREI,FUND DE ENS SUPERIOR DE SAO JOAO DEL REI,SIAPE,447,NÃO INFORMADO,1734,252,103
10,MEC,MINISTÉRIO DA EDUCAÇÃO,88,UNIR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,26268,UNIR,FUND. UNIVERSIDADE FEDERAL DE RONDONIA,SIAPE,506,NÃO INFORMADO,1209,76,88
10,MEC,MINISTÉRIO DA EDUCAÇÃO,86,UFCSPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,26284,UFCSPA,FUND. FAC. FED. CIENC. MED. PORTO ALEGRE,SIAPE,343,NÃO INFORMADO,970,185,86
10,MEC,MINISTÉRIO DA EDUCAÇÃO,100,UFRB,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,26351,UFRB,UFRB,SIAPE,364,NÃO INFORMADO,84710,54,100
10,MEC,MINISTÉRIO DA EDUCAÇÃO,116,IF-GOIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",26407,IFGOIANO,IFGOIANO,SIAPE,458,NÃO INFORMADO,100913,86,116
10,MEC,MINISTÉRIO DA EDUCAÇÃO,114,IFMS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",26415,IFMS,IFMS,SIAPE,273,NÃO INFORMADO,100904,254,114
10,MEC,MINISTÉRIO DA EDUCAÇÃO,115,IFS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",26423,IFSE,IFSE,SIAPE,513,NÃO INFORMADO,100909,152,115
10,MEC,MINISTÉRIO DA EDUCAÇÃO,111,UFGD,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,26350,UFGD,UFGD,SIAPE,448,NÃO INFORMADO,84712,191,111
10,MEC,MINISTÉRIO DA EDUCAÇÃO,113,IFAL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",26402,IFAL,IFAL,SIAPE,173,NÃO INFORMADO,100900,253,113
10,MEC,MINISTÉRIO DA EDUCAÇÃO,129,IFTM,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TRIÂNGULO MINEIRO",26413,IFTRIANMG,IFTRIANMG,SIAPE,270,NÃO INFORMADO,100903,155,129
10,MEC,MINISTÉRIO DA EDUCAÇÃO,109,IFRR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",26437,IFRR,IFRR,SIAPE,516,NÃO INFORMADO,3561,121,109
10,MEC,MINISTÉRIO DA EDUCAÇÃO,119,IFMT,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",26414,IFMT,IFMT,SIAPE,271,NÃO INFORMADO,100916,154,119
10,MEC,MINISTÉRIO DA EDUCAÇÃO,120,IFMA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",26408,IFMA,IFMA,SIAPE,304,NÃO INFORMADO,100921,28,120
10,MEC,MINISTÉRIO DA EDUCAÇÃO,125,IFNMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",26410,IFNORTEMG,IFNORTEMG,SIAPE,511,NÃO INFORMADO,100901,257,125
10,MEC,MINISTÉRIO DA EDUCAÇÃO,128,IFSUDMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",26411,IFSUDMG,IFSUDMG,SIAPE,305,NÃO INFORMADO,100902,56,128
10,MEC,MINISTÉRIO DA EDUCAÇÃO,134,IFSERTAOPE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO",26430,IFSERTPE,IFSERTPE,SIAPE,367,NÃO INFORMADO,46784,94,134
10,MEC,MINISTÉRIO DA EDUCAÇÃO,137,IFPE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",26418,IFPE,IFPE,SIAPE,274,NÃO INFORMADO,100922,261,137
10,MEC,MINISTÉRIO DA EDUCAÇÃO,117,IFRJ,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",26433,IFRJ,IFRJ,SIAPE,205,NÃO INFORMADO,100930,255,117
10,MEC,MINISTÉRIO DA EDUCAÇÃO,130,IFTO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",26424,IFTO,IFTO,SIAPE,514,NÃO INFORMADO,100908,156,130
10,MEC,MINISTÉRIO DA EDUCAÇÃO,131,IFES,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",26406,IFES,IFES,SIAPE,509,NÃO INFORMADO,100912,157,131
10,MEC,MINISTÉRIO DA EDUCAÇÃO,132,IFSULMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",26412,IFSULMG,IFSULMG,SIAPE,461,NÃO INFORMADO,100915,195,132
10,MEC,MINISTÉRIO DA EDUCAÇÃO,166,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,26252,UFCG,UFCG,SIAPE,424,NÃO INFORMADO,67671,169,166
10,MEC,MINISTÉRIO DA EDUCAÇÃO,133,IF BAIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",26404,IFBAIANO,IFBAIANO,SIAPE,190,NÃO INFORMADO,100920,87,133
10,MEC,MINISTÉRIO DA EDUCAÇÃO,149,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,26251,FUFT,FUFT,SIAPE,440,NÃO INFORMADO,52702,95,149
10,MEC,MINISTÉRIO DA EDUCAÇÃO,150,IFPR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",26432,IFPR,IFPR,SIAPE,345,NÃO INFORMADO,49103,165,150
10,MEC,MINISTÉRIO DA EDUCAÇÃO,139,IFPB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA",26417,IFPB,IFPB,SIAPE,400,NÃO INFORMADO,100905,59,139
10,MEC,MINISTÉRIO DA EDUCAÇÃO,140,IFFAR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",26420,IFFARROUP,IFFARROUP,SIAPE,464,NÃO INFORMADO,100906,159,140
10,MEC,MINISTÉRIO DA EDUCAÇÃO,141,IFRO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",26421,IFRO,IFRO,SIAPE,512,NÃO INFORMADO,100907,30,141
10,MEC,MINISTÉRIO DA EDUCAÇÃO,142,IFAM,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS",26403,IFAM,IFAM,SIAPE,181,NÃO INFORMADO,100910,88,142
10,MEC,MINISTÉRIO DA EDUCAÇÃO,143,IFCE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",26405,IFCE,IFCE,SIAPE,202,NÃO INFORMADO,100911,125,143
10,MEC,MINISTÉRIO DA EDUCAÇÃO,144,IFMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",26409,IFMG,IFMG,SIAPE,459,NÃO INFORMADO,100914,160,144
10,MEC,MINISTÉRIO DA EDUCAÇÃO,148,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,26352,UFABC,UFABC,SIAPE,451,NÃO INFORMADO,84703,163,148
10,MEC,MINISTÉRIO DA EDUCAÇÃO,147,IFC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",26422,IFCATARINA,IFCATARINA,SIAPE,275,NÃO INFORMADO,100919,16,147
