"ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_FONTE","ORGAO_UNIFICADO_ID","ORGAO_UNIFICADO_SITUACAO","ORGAO_UNIFICADO_COD_SIORG_ORIGEM","ORGAO_PADRONIZADO_ID","ORG_PADR_ID_OU"
10,MEC,MINISTÉRIO DA EDUCAÇÃO,145,IFPA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",26416,IFPA,IFPA,SIAPE,322,NÃO INFORMADO,100917,161,145
10,MEC,MINISTÉRIO DA EDUCAÇÃO,146,IFRS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",26419,IFRS,IFRS,SIAPE,401,NÃO INFORMADO,100918,232,146
10,MEC,MINISTÉRIO DA EDUCAÇÃO,157,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,26266,UNIPAMPA,UNIPAMPA,SIAPE,504,NÃO INFORMADO,94739,200,157
10,MEC,MINISTÉRIO DA EDUCAÇÃO,167,IFAC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ACRE",26401,IFAC,IFAC,SIAPE,344,NÃO INFORMADO,94427,102,167
10,MEC,MINISTÉRIO DA EDUCAÇÃO,168,IFAP,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",26426,IFAP,IFAP,SIAPE,402,NÃO INFORMADO,94428,234,168
10,MEC,MINISTÉRIO DA EDUCAÇÃO,153,UFOPA,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,26441,UFOPA,UFOPA,SIAPE,518,NÃO INFORMADO,104667,166,153
10,MEC,MINISTÉRIO DA EDUCAÇÃO,154,IFF,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",26434,IFFLU,IFFLU,SIAPE,206,NÃO INFORMADO,100931,167,154
10,MEC,MINISTÉRIO DA EDUCAÇÃO,174,UFCA,UNIVERSIDADE FEDERAL DO CARIRI,26449,UFCA,UFCA,SIAPE,472,NÃO INFORMADO,122391,91,174
10,MEC,MINISTÉRIO DA EDUCAÇÃO,172,UNIFESSPA,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,26448,UNIFESSPA,UNIV. FEDERAL DO SUL E SUDESTE DO PARA,SIAPE,481,NÃO INFORMADO,122381,32,172
10,MEC,MINISTÉRIO DA EDUCAÇÃO,170,UNILA,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,26267,UNILA,UNILA,SIAPE,360,NÃO INFORMADO,105793,202,170
10,MEC,MINISTÉRIO DA EDUCAÇÃO,173,UFOB,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,26447,UFOB,UFOB,SIAPE,276,NÃO INFORMADO,122386,130,173
10,MEC,MINISTÉRIO DA EDUCAÇÃO,171,UFSB,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,26450,UFESBA,UFESBA,SIAPE,409,NÃO INFORMADO,122378,267,171
10,MEC,MINISTÉRIO DA EDUCAÇÃO,184,UFR,UNIVERSIDADE FEDERAL DE RONDONÓPOLIS,26454,UFR,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,SIAPE,486,ATIVO,226373,,184
10,MEC,MINISTÉRIO DA EDUCAÇÃO,169,IFB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA",26428,IFBRASILIA,IFBRASILIA,SIAPE,204,NÃO INFORMADO,94430,129,169
10,MEC,MINISTÉRIO DA EDUCAÇÃO,183,UFJ,UNIVERSIDADE FEDERAL DE JATAÍ,26453,UFJ,UNIVERSIDADE FEDERAL DE JATAÍ,SIAPE,525,ATIVO,226372,,183
10,MEC,MINISTÉRIO DA EDUCAÇÃO,182,UFCAT,UNIVERSIDADE FEDERAL DE CATALÃO,26452,UFCAT,UNIVERSIDADE FEDERAL DE CATALAO,SIAPE,557,,226371,,182
10,MEC,MINISTÉRIO DA EDUCAÇÃO,179,UNILAB,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,26442,UNILAB,UNILAB,SIAPE,408,NÃO INFORMADO,109912,269,179
10,MEC,MINISTÉRIO DA EDUCAÇÃO,175,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,26440,UFFS,UFFS,SIAPE,405,NÃO INFORMADO,103730,268,175
10,MEC,MINISTÉRIO DA EDUCAÇÃO,176,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,26230,UNIVASF,UNIVASF,SIAPE,388,NÃO INFORMADO,69624,131,176
10,MEC,MINISTÉRIO DA EDUCAÇÃO,186,UFAPE,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,26456,UFAPE,UNIVER. FEDERAL DO AGRESTE DE PERNAMBUCO,SIAPE,554,,227868,,186
10,MEC,MINISTÉRIO DA EDUCAÇÃO,188,UFNT,UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS,26457,UFNT,UNIVERSIDADE FEDERAL NORTE DO TOCANTINS,SIAPE,565,,241361,,188
10,MEC,MINISTÉRIO DA EDUCAÇÃO,185,UFDPAR,UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA,26455,UFDPAR,UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA,SIAPE,491,ATIVO,227867,,185
10,MEC,MINISTÉRIO DA EDUCAÇÃO,12,CAPES,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,26298,CAPES,FUND COORD APERF PESSOAL NIVEL SUPERIOR,SIAPE,303,NÃO INFORMADO,250,5,12
10,MEC,MINISTÉRIO DA EDUCAÇÃO,13,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,26106,FNDE,FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO,SIAPE,499,NÃO INFORMADO,253,6,13
10,MEC,MINISTÉRIO DA EDUCAÇÃO,10,MEC,MINISTÉRIO DA EDUCAÇÃO,15000,MEC,MINISTERIO DA EDUCACAO E DO DESPORTO,SIAPE,147,NÃO INFORMADO,244,17,10
10,MEC,MINISTÉRIO DA EDUCAÇÃO,10,MEC,MINISTÉRIO DA EDUCAÇÃO,26105,IBC,Instituto Benjamin Constant,SIAPE,576,ATIVO,251,,10
10,MEC,MINISTÉRIO DA EDUCAÇÃO,11,INEP,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,26107,INEP,INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS,SIAPE,422,NÃO INFORMADO,249,241,11
10,MEC,MINISTÉRIO DA EDUCAÇÃO,211,INES,Instituto Nacional de Educação de Surdos,26104,INES,INSTITUTO NACIONAL DE EDUCACAO DE SURDOS,SIAPE,420,NÃO INFORMADO,252,401,211
10,MEC,MINISTÉRIO DA EDUCAÇÃO,33,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,26233,UFCE,UNIVERSIDADE FEDERAL DO CEARA,SIAPE,286,NÃO INFORMADO,416,9,33
10,MEC,MINISTÉRIO DA EDUCAÇÃO,16,UNIRIO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,26269,UNIRIO,UNIVERSIDADE DO RIO DE JANEIRO,SIAPE,444,NÃO INFORMADO,260,107,16
10,MEC,MINISTÉRIO DA EDUCAÇÃO,32,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,26239,UFPA,UNIVERSIDADE FEDERAL DO PARA,SIAPE,389,NÃO INFORMADO,415,68,32
10,MEC,MINISTÉRIO DA EDUCAÇÃO,15,FUNDAJ,FUNDAÇÃO JOAQUIM NABUCO,26292,FJN,FUNDACAO JOAQUIM NABUCO,SIAPE,399,NÃO INFORMADO,257,62,15
10,MEC,MINISTÉRIO DA EDUCAÇÃO,14,CP II,COLÉGIO PEDRO II,26201,C.PEDROII,COLEGIO PEDRO II,SIAPE,264,NÃO INFORMADO,256,174,14
10,MEC,MINISTÉRIO DA EDUCAÇÃO,34,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,26243,UFRN,UNIVERSIDADE FED. DO RIO GRANDE DO NORTE,SIAPE,356,NÃO INFORMADO,417,10,34
10,MEC,MINISTÉRIO DA EDUCAÇÃO,15,FUNDAJ,FUNDAÇÃO JOAQUIM NABUCO,15,FUNDAJ,Fundação Joaquim Nabuco,SIORG,100,ATIVO,257,,15
10,MEC,MINISTÉRIO DA EDUCAÇÃO,14,CP II,COLÉGIO PEDRO II,14,CP II,Colégio Pedro II,SIORG,42,ATIVO,256,,14
10,MEC,MINISTÉRIO DA EDUCAÇÃO,16,UNIRIO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,16,UNIRIO,Universidade Federal do Estado do Rio de Janeiro,SIORG,83,ATIVO,260,,16
10,MEC,MINISTÉRIO DA EDUCAÇÃO,32,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,32,UFPA,Universidade Federal do Pará,SIORG,52,ATIVO,415,,32
10,MEC,MINISTÉRIO DA EDUCAÇÃO,33,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,33,UFC,Universidade Federal do Ceará,SIORG,46,ATIVO,416,,33
10,MEC,MINISTÉRIO DA EDUCAÇÃO,34,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,34,UFRN,Universidade Federal do Rio Grande do Norte,SIORG,56,ATIVO,417,,34
10,MEC,MINISTÉRIO DA EDUCAÇÃO,10,MEC,MINISTÉRIO DA EDUCAÇÃO,10,MEC,Ministério da Educação,SIORG,17,ATIVO,244,17,10
10,MEC,MINISTÉRIO DA EDUCAÇÃO,10,MEC,MINISTÉRIO DA EDUCAÇÃO,212,IBC,Instituto Benjamin Constant,SIORG,39,ATIVO,251,,10
10,MEC,MINISTÉRIO DA EDUCAÇÃO,211,INES,Instituto Nacional de Educação de Surdos,211,INES,Instituto Nacional de Educação de Surdos,SIORG,38,ATIVO,252,,211
10,MEC,MINISTÉRIO DA EDUCAÇÃO,12,CAPES,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,12,CAPES,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,SIORG,101,ATIVO,250,,12
10,MEC,MINISTÉRIO DA EDUCAÇÃO,11,INEP,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,11,INEP,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,SIORG,41,ATIVO,249,,11
10,MEC,MINISTÉRIO DA EDUCAÇÃO,13,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,13,FNDE,Fundo Nacional de Desenvolvimento da Educação,SIORG,40,ATIVO,253,,13
10,MEC,MINISTÉRIO DA EDUCAÇÃO,186,UFAPE,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,186,UFAPE,Universidade Federal do Agreste de Pernambuco,SIORG,226,ATIVO,227868,,186
10,MEC,MINISTÉRIO DA EDUCAÇÃO,185,UFDPAR,UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA,185,UFDPAR,Universidade Federal do Delta do Parnaíba,SIORG,146,ATIVO,227867,,185
10,MEC,MINISTÉRIO DA EDUCAÇÃO,175,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,175,UFFS,Universidade Federal da Fronteira Sul,SIORG,139,ATIVO,103730,,175
10,MEC,MINISTÉRIO DA EDUCAÇÃO,188,UFNT,UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS,188,UFNT,Universidade Federal do Norte do Tocantins,SIORG,227,ATIVO,241361,,188
10,MEC,MINISTÉRIO DA EDUCAÇÃO,176,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,176,UNIVASF,Fundação Universidade Federal do Vale do São Francisco,SIORG,43,ATIVO,69624,,176
10,MEC,MINISTÉRIO DA EDUCAÇÃO,182,UFCAT,UNIVERSIDADE FEDERAL DE CATALÃO,182,UFCAT,Universidade Federal de Catalão,SIORG,228,ATIVO,226371,,182
10,MEC,MINISTÉRIO DA EDUCAÇÃO,179,UNILAB,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,179,UNILAB,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,SIORG,141,ATIVO,109912,,179
10,MEC,MINISTÉRIO DA EDUCAÇÃO,183,UFJ,UNIVERSIDADE FEDERAL DE JATAÍ,183,UFJ,Universidade Federal de Jataí,SIORG,229,ATIVO,226372,,183
10,MEC,MINISTÉRIO DA EDUCAÇÃO,184,UFR,UNIVERSIDADE FEDERAL DE RONDONÓPOLIS,184,UFR,Universidade Federal de Rondonópolis,SIORG,218,ATIVO,226373,,184
10,MEC,MINISTÉRIO DA EDUCAÇÃO,170,UNILA,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,170,UNILA,Universidade Federal da Integração Latino-Americana,SIORG,81,ATIVO,105793,,170
10,MEC,MINISTÉRIO DA EDUCAÇÃO,169,IFB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA",169,IFB,"Instituto Federal de Educação, Ciência e Tecnologia de Brasília",SIORG,128,ATIVO,94430,,169
10,MEC,MINISTÉRIO DA EDUCAÇÃO,172,UNIFESSPA,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,172,UNIFESSPA,Universidade Federal do Sul e Sudeste do Pará,SIORG,143,ATIVO,122381,,172
10,MEC,MINISTÉRIO DA EDUCAÇÃO,171,UFSB,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,171,UFSB,Universidade Federal do Sul da Bahia,SIORG,145,ATIVO,122378,,171
10,MEC,MINISTÉRIO DA EDUCAÇÃO,173,UFOB,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,173,UFOB,Universidade Federal do Oeste da Bahia,SIORG,142,ATIVO,122386,,173
10,MEC,MINISTÉRIO DA EDUCAÇÃO,153,UFOPA,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,153,UFOPA,Universidade Federal do Oeste do Pará,SIORG,140,ATIVO,104667,,153
10,MEC,MINISTÉRIO DA EDUCAÇÃO,174,UFCA,UNIVERSIDADE FEDERAL DO CARIRI,174,UFCA,Universidade Federal do Cariri,SIORG,144,ATIVO,122391,,174
10,MEC,MINISTÉRIO DA EDUCAÇÃO,157,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,157,UNIPAMPA,Fundação Universidade Federal do Pampa,SIORG,80,ATIVO,94739,,157
10,MEC,MINISTÉRIO DA EDUCAÇÃO,154,IFF,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",154,IFF,"Instituto Federal de Educação, Ciência e Tecnologia Fluminense",SIORG,133,ATIVO,100931,,154
10,MEC,MINISTÉRIO DA EDUCAÇÃO,145,IFPA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",145,IFPA,"Instituto Federal de Educação, Ciência e Tecnologia do Pará",SIORG,118,ATIVO,100917,,145
10,MEC,MINISTÉRIO DA EDUCAÇÃO,168,IFAP,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",168,IFAP,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá",SIORG,126,ATIVO,94428,,168
10,MEC,MINISTÉRIO DA EDUCAÇÃO,166,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,166,UFCG,Universidade Federal de Campina Grande,SIORG,65,ATIVO,67671,,166
10,MEC,MINISTÉRIO DA EDUCAÇÃO,167,IFAC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ACRE",167,IFAC,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",SIORG,105,ATIVO,94427,,167
10,MEC,MINISTÉRIO DA EDUCAÇÃO,147,IFC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",147,IFC,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense",SIORG,123,ATIVO,100919,,147
10,MEC,MINISTÉRIO DA EDUCAÇÃO,146,IFRS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",146,IFRS,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul",SIORG,120,ATIVO,100918,,146
10,MEC,MINISTÉRIO DA EDUCAÇÃO,148,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,148,UFABC,Fundação Universidade Federal do ABC,SIORG,104,ATIVO,84703,,148
10,MEC,MINISTÉRIO DA EDUCAÇÃO,149,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,149,UFT,Fundação Universidade Federal do Tocantins,SIORG,64,ATIVO,52702,,149
10,MEC,MINISTÉRIO DA EDUCAÇÃO,130,IFTO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",130,IFTO,"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins",SIORG,125,ATIVO,100908,,130
10,MEC,MINISTÉRIO DA EDUCAÇÃO,144,IFMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",144,IFMG,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",SIORG,111,ATIVO,100914,,144
10,MEC,MINISTÉRIO DA EDUCAÇÃO,143,IFCE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",143,IFCE,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará",SIORG,109,ATIVO,100911,,143
10,MEC,MINISTÉRIO DA EDUCAÇÃO,142,IFAM,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS",142,IFAM,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",SIORG,107,ATIVO,100910,,142
10,MEC,MINISTÉRIO DA EDUCAÇÃO,141,IFRO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",141,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",SIORG,122,ATIVO,100907,,141
10,MEC,MINISTÉRIO DA EDUCAÇÃO,140,IFFAR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",140,IFFAR,"Instituto Federal de Educação, Ciência e Tecnologia Farroupilha",SIORG,121,ATIVO,100906,,140
10,MEC,MINISTÉRIO DA EDUCAÇÃO,139,IFPB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA",139,IFPB,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba",SIORG,119,ATIVO,100905,,139
10,MEC,MINISTÉRIO DA EDUCAÇÃO,150,IFPR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",150,IFPR,"Instituto Federal de Educação, Ciência e Tecnologia do Paraná",SIORG,132,ATIVO,49103,,150
10,MEC,MINISTÉRIO DA EDUCAÇÃO,133,IF BAIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",133,IF BAIANO,"Instituto Federal de Educação, Ciência e Tecnologia Baiano",SIORG,108,ATIVO,100920,,133
10,MEC,MINISTÉRIO DA EDUCAÇÃO,132,IFSULMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",132,IFSULMG,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais",SIORG,114,ATIVO,100915,,132
10,MEC,MINISTÉRIO DA EDUCAÇÃO,131,IFES,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",131,IFES,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",SIORG,221,ATIVO,100912,,131
10,MEC,MINISTÉRIO DA EDUCAÇÃO,117,IFRJ,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",117,IFRJ,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",SIORG,220,ATIVO,100930,,117
10,MEC,MINISTÉRIO DA EDUCAÇÃO,119,IFMT,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",119,IFMT,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso",SIORG,116,ATIVO,100916,,119
10,MEC,MINISTÉRIO DA EDUCAÇÃO,137,IFPE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",137,IFPE,"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco",SIORG,222,ATIVO,100922,,137
10,MEC,MINISTÉRIO DA EDUCAÇÃO,134,IFSERTAOPE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO",134,IFSERTAOPE,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano",SIORG,130,ATIVO,46784,,134
10,MEC,MINISTÉRIO DA EDUCAÇÃO,129,IFTM,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TRIÂNGULO MINEIRO",129,IFTM,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",SIORG,115,ATIVO,100903,,129
10,MEC,MINISTÉRIO DA EDUCAÇÃO,128,IFSUDMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",128,IFSUDMG,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",SIORG,113,ATIVO,100902,,128
10,MEC,MINISTÉRIO DA EDUCAÇÃO,125,IFNMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",125,IFNMG,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais",SIORG,112,ATIVO,100901,,125
10,MEC,MINISTÉRIO DA EDUCAÇÃO,120,IFMA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",120,IFMA,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão",SIORG,224,ATIVO,100921,,120
10,MEC,MINISTÉRIO DA EDUCAÇÃO,111,UFGD,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,111,UFGD,Fundação Universidade Federal da Grande Dourados,SIORG,102,ATIVO,84712,,111
10,MEC,MINISTÉRIO DA EDUCAÇÃO,109,IFRR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",109,IFRR,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima",SIORG,136,ATIVO,3561,,109
10,MEC,MINISTÉRIO DA EDUCAÇÃO,114,IFMS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",114,IFMS,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul",SIORG,117,ATIVO,100904,,114
10,MEC,MINISTÉRIO DA EDUCAÇÃO,113,IFAL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",113,IFAL,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas",SIORG,106,ATIVO,100900,,113
10,MEC,MINISTÉRIO DA EDUCAÇÃO,116,IF-GOIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",116,IF-GOIANO,"Instituto Federal de Educação, Ciência e Tecnologia Goiano",SIORG,110,ATIVO,100913,,116
10,MEC,MINISTÉRIO DA EDUCAÇÃO,115,IFS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",115,IFS,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe",SIORG,124,ATIVO,100909,,115
10,MEC,MINISTÉRIO DA EDUCAÇÃO,86,UFCSPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,86,UFCSPA,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,SIORG,97,ATIVO,970,,86
10,MEC,MINISTÉRIO DA EDUCAÇÃO,88,UNIR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,88,UNIR,Fundação Universidade Federal de Rondônia,SIORG,82,ATIVO,1209,,88
10,MEC,MINISTÉRIO DA EDUCAÇÃO,100,UFRB,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,100,UFRB,Universidade Federal do Recôncavo da Bahia,SIORG,103,ATIVO,84710,,100
10,MEC,MINISTÉRIO DA EDUCAÇÃO,102,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,102,UNIFAP,Fundação Universidade Federal do Amapá,SIORG,99,ATIVO,1710,,102
10,MEC,MINISTÉRIO DA EDUCAÇÃO,101,UFRR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,101,UFRR,Fundação Universidade Federal de Roraima,SIORG,63,ATIVO,1605,,101
10,MEC,MINISTÉRIO DA EDUCAÇÃO,77,FUFOP,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,77,FUFOP,Fundação Universidade Federal de Ouro Preto,SIORG,90,ATIVO,473,,77
10,MEC,MINISTÉRIO DA EDUCAÇÃO,103,FUNREI,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,103,FUNREI,Fundação Universidade Federal de São João Del Rei,SIORG,98,ATIVO,1734,,103
10,MEC,MINISTÉRIO DA EDUCAÇÃO,78,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,78,UFV,Fundação Universidade Federal de Viçosa,SIORG,95,ATIVO,474,,78
10,MEC,MINISTÉRIO DA EDUCAÇÃO,79,UFSCAR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,79,UFSCAR,Fundação Universidade Federal de São Carlos,SIORG,93,ATIVO,475,,79
10,MEC,MINISTÉRIO DA EDUCAÇÃO,80,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,80,FURG,Fundação Universidade Federal do Rio Grande,SIORG,86,ATIVO,476,,80
10,MEC,MINISTÉRIO DA EDUCAÇÃO,83,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,83,UFMS,Fundação Universidade Federal de Mato Grosso do Sul,SIORG,96,ATIVO,827,,83
