"ORG_SUPER_BUSCA","ORG_SUPER_PADR_NOME","ORG_PADR_BUSCA","ORG_PADR_NOME","ORG_PADR_SIGLA","ORG_PADR_CODIGO","ORG_UNIF_BUSCA","ORGAO_UNIFICADO_ID","ORGAO_UNIFICADO_FONTE","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_SITUACAO","ORGAO_UNIFICADO_COD_SIORG_ORIGEM","ORG_PADR_ID","ORGAO_UNIFICADO_DT_ATUALIZACAO"
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,MD,41066,MINISTERIO DA DEFESA [MD] [40105] [SIAPE],2,SIAPE,40105,MINISTERIO DA DEFESA,MD,,888887,138,2025-02-05 20:41:33.893
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,CAIXA DE FINANCIAMENTO IMOBILIÁRIO DA AERONÁUTICA [CFIAE] [930],CAIXA DE FINANCIAMENTO IMOBILIÁRIO DA AERONÁUTICA,CFIAE,930,CAIXA DE FINANCIAMENTO IMOB.AERONAUTICA [CFIA] [21201] [SIAPE],334,SIAPE,21201,CAIXA DE FINANCIAMENTO IMOB.AERONAUTICA,CFIA,NÃO INFORMADO,930,90,2020-02-11 10:10:16.400
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,MD,41066,MINISTERIO DA DEFESA [MD] [40115] [SIAPE],575,SIAPE,40115,MINISTERIO DA DEFESA,MD,,41066,138,2025-02-05 20:41:33.893
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,MD,41066,Ministério da Defesa [MD] [138] [SIORG],250,SIORG,138,Ministério da Defesa,MD,ATIVO,41066,138,2025-02-04 17:00:19.520
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,COMANDO DO EXÉRCITO [C EX] [94],COMANDO DO EXÉRCITO,C EX,94,Comando do Exército [C EX] [164] [SIORG],18,SIORG,164,Comando do Exército,C EX,ATIVO,94,164,2025-02-04 16:59:20.257
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,FUNDAÇÃO OSÓRIO [FOSORIO] [8406],FUNDAÇÃO OSÓRIO,FOSORIO,8406,Fundação Osório [FOSORIO] [112] [SIORG],19,SIORG,112,Fundação Osório,FOSORIO,ATIVO,8406,112,2025-02-04 16:59:20.537
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,COMANDO DA AERONÁUTICA [COMAER] [48],COMANDO DA AERONÁUTICA,COMAER,48,Comando da Aeronáutica [COMAER] [163] [SIORG],28,SIORG,163,Comando da Aeronáutica,COMAER,ATIVO,48,163,2025-02-04 16:59:22.773
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,CAIXA DE FINANCIAMENTO IMOBILIÁRIO DA AERONÁUTICA [CFIAE] [930],CAIXA DE FINANCIAMENTO IMOBILIÁRIO DA AERONÁUTICA,CFIAE,930,Caixa de Financiamento Imobiliário da Aeronáutica [CFIAE] [90] [SIORG],29,SIORG,90,Caixa de Financiamento Imobiliário da Aeronáutica,CFIAE,ATIVO,930,90,2025-02-04 16:59:23.037
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,COMANDO DA AERONÁUTICA [COMAER] [48],COMANDO DA AERONÁUTICA,COMAER,48,MINISTERIO DA AERONAUTICA [C.AER] [21000] [SIAPE],430,SIAPE,21000,MINISTERIO DA AERONAUTICA,C.AER,NÃO INFORMADO,48,163,2018-10-18 18:35:11.517
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,COMANDO DO EXÉRCITO [C EX] [94],COMANDO DO EXÉRCITO,C EX,94,MINISTERIO DO EXERCITO [C.EX] [16000] [SIAPE],496,SIAPE,16000,MINISTERIO DO EXERCITO,C.EX,NÃO INFORMADO,94,164,2018-10-18 18:35:11.517
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,FUNDAÇÃO OSÓRIO [FOSORIO] [8406],FUNDAÇÃO OSÓRIO,FOSORIO,8406,FUNDACAO OSORIO [F OSORIO] [16100] [SIAPE],277,SIAPE,16100,FUNDACAO OSORIO,F OSORIO,NÃO INFORMADO,8406,112,2018-10-18 18:35:11.517
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,COMANDO DA MARINHA [MB] [185],COMANDO DA MARINHA,MB,185,Comando da Marinha [MB] [165] [SIORG],216,SIORG,165,Comando da Marinha,MB,ATIVO,185,165,2025-02-04 17:00:10.893
MINISTÉRIO DA DEFESA [MD] [41066],MINISTÉRIO DA DEFESA,COMANDO DA MARINHA [MB] [185],COMANDO DA MARINHA,MB,185,MINISTERIO DA MARINHA [CM] [70000] [SIAPE],521,SIAPE,70000,MINISTERIO DA MARINHA,CM,NÃO INFORMADO,185,165,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE [UFCSPA] [970],FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,970,FUND. FAC. FED. CIENC. MED. PORTO ALEGRE [UFCSPA] [26284] [SIAPE],343,SIAPE,26284,FUND. FAC. FED. CIENC. MED. PORTO ALEGRE,UFCSPA,NÃO INFORMADO,970,86,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALFENAS [UNIFAL-MG] [461],UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,461,UNIVERSIDADE FEDERAL DE ALFENAS [UNIFAL-MG] [26260] [SIAFI],375,SIAFI,26260,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,ATIVO,461,65,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO [UFERSA-RN] [458],UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA-RN,458,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO/RN [UFERSA-RN] [26264] [SIAFI],376,SIAFI,26264,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO/RN,UFERSA-RN,ATIVO,458,62,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ACRE [IFAC] [94427]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ACRE",IFAC,94427,IFAC [IFAC] [26401] [SIAPE],344,SIAPE,26401,IFAC,IFAC,NÃO INFORMADO,94427,167,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ [IFPR] [49103]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,49103,IFPR [IFPR] [26432] [SIAPE],345,SIAPE,26432,IFPR,IFPR,NÃO INFORMADO,49103,150,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS [UFAL] [420],UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,420,UNIVERSIDADE FEDERAL DE ALAGOAS [UFAL] [26231] [SIAPE],355,SIAPE,26231,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,NÃO INFORMADO,420,37,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE [UFRN] [417],UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,417,UNIVERSIDADE FED. DO RIO GRANDE DO NORTE [UFRN] [26243] [SIAPE],356,SIAPE,26243,UNIVERSIDADE FED. DO RIO GRANDE DO NORTE,UFRN,NÃO INFORMADO,417,34,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO [UFRRJ] [432],UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,432,UNIV. FEDERAL RURAL DO RIO DE JANEIRO [UFRRJ] [26249] [SIAPE],357,SIAPE,26249,UNIV. FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,NÃO INFORMADO,432,49,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI [UFVJM] [460],UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,460,FAC FEDERAL DE ODONTOLOGIA DE DIAMANTINA [UFVJM] [26255] [SIAPE],359,SIAPE,26255,FAC FEDERAL DE ODONTOLOGIA DE DIAMANTINA,UFVJM,NÃO INFORMADO,460,64,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA [UNILA] [105793],UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,105793,UNIVERS. FEDERAL DA INTEG. LATINO AMERICANA [UNILA] [26267] [SIAFI],378,SIAFI,26267,UNIVERS. FEDERAL DA INTEG. LATINO AMERICANA,UNILA,ATIVO,105793,170,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA [UNILAB] [109912],UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,UNILAB,109912,UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA [UNILAB] [26442] [SIAFI],381,SIAFI,26442,UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA,UNILAB,ATIVO,109912,179,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ [UNIFEI] [462],UNIVERSIDADE FEDERAL DE ITAJUBÁ,UNIFEI,462,ESCOLA FEDERAL DE ENGENHARIA DE ITAJUBA [UNIFEI] [26261] [SIAPE],342,SIAPE,26261,ESCOLA FEDERAL DE ENGENHARIA DE ITAJUBA,UNIFEI,NÃO INFORMADO,462,66,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA - CELSO SUCKOW DA FONSECA [CEFET-RJ] [448],CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA - CELSO SUCKOW DA FONSECA,CEFET-RJ,448,CENTRO FED. ED. TEC. CELSO S. FONSECA [CEFET/RJ] [26256] [SIAPE],341,SIAPE,26256,CENTRO FED. ED. TEC. CELSO S. FONSECA,CEFET/RJ,NÃO INFORMADO,448,55,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC [UFABC] [84703],FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,84703,FUNDACAO UNIVERSIDADE FEDERAL DO ABC [UFABC] [26352] [SIAFI],340,SIAFI,26352,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,UFABC,ATIVO,84703,148,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA [UFOB] [122386],UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,122386,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA [UFOB] [26447] [SIAFI],382,SIAFI,26447,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,ATIVO,122386,173,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO [UFTM] [459],UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,459,FAC. DE MEDICINA DO TRIANGULO MINEIRO [UFTM] [26254] [SIAPE],339,SIAPE,26254,FAC. DE MEDICINA DO TRIANGULO MINEIRO,UFTM,NÃO INFORMADO,459,63,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA [UNILA] [105793],UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,105793,UNILA [UNILA] [26267] [SIAPE],360,SIAPE,26267,UNILA,UNILA,NÃO INFORMADO,105793,170,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA [UFSC] [429],UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,429,UNIVERSIDADE FEDERAL DE SANTA CATARINA [UFSC] [26246] [SIAPE],338,SIAPE,26246,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,NÃO INFORMADO,429,46,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS [UFAM] [465],FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,UFAM,465,FUNDACAO UNIVERSIDADE DO AMAZONAS [FUAM] [26270] [SIAPE],361,SIAPE,26270,FUNDACAO UNIVERSIDADE DO AMAZONAS,FUAM,NÃO INFORMADO,465,69,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO [UFMT] [471],FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,471,UNIVERSIDADE FEDERAL DE MATO GROSSO [UFMT] [26276] [SIAPE],362,SIAPE,26276,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,NÃO INFORMADO,471,75,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO [UFPE] [418],UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,418,UNIVERSIDADE FEDERAL DE PERNAMBUCO [UFPE] [26242] [SIAPE],337,SIAPE,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,NÃO INFORMADO,418,35,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO [UNIVASF] [69624],FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,69624,UNIVASF [UNIVASF] [26230] [SIAPE],388,SIAPE,26230,UNIVASF,UNIVASF,NÃO INFORMADO,69624,176,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA [UFRB] [84710],UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,84710,UFRB [UFRB] [26351] [SIAPE],364,SIAPE,26351,UFRB,UFRB,NÃO INFORMADO,84710,100,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS [IFG] [451]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,451,IFGO [IFGO] [26429] [SIAPE],366,SIAPE,26429,IFGO,IFGO,NÃO INFORMADO,451,56,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA [UFV] [474],FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,474,UNIVERSIDADE FEDERAL DE VICOSA [UFV] [26282] [SIAFI],336,SIAFI,26282,UNIVERSIDADE FEDERAL DE VICOSA,UFV,ATIVO,474,78,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO [IFSERTAOPE] [46784]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO",IFSERTAOPE,46784,IFSERTPE [IFSERTPE] [26430] [SIAPE],367,SIAPE,26430,IFSERTPE,IFSERTPE,NÃO INFORMADO,46784,134,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE [FURG] [476],FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,476,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG [FURG] [26273] [SIAFI],335,SIAFI,26273,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,FURG,ATIVO,476,80,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA [UNIPAMPA] [94739],FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,94739,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA [UNIPAMPA] [26266] [SIAFI],332,SIAFI,26266,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,ATIVO,94739,157,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE LAVRAS [UFLA] [463],UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,463,UNIVERSIDADE FEDERAL DE LAVRAS [UFLA] [26263] [SIAFI],330,SIAFI,26263,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,ATIVO,463,67,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE SÃO PAULO [UNIFESP] [464],UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,464,UNIVERSIDADE FEDERAL DE SAO PAULO [UNIFESP] [26262] [SIAFI],328,SIAFI,26262,UNIVERSIDADE FEDERAL DE SAO PAULO,UNIFESP,ATIVO,464,68,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO [UFRPE] [433],UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,433,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO [UFRPE] [26248] [SIAFI],326,SIAFI,26248,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,ATIVO,433,50,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA [IFSC] [455]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",IFSC,455,IFSC [IFSC] [26438] [SIAPE],325,SIAPE,26438,IFSC,IFSC,NÃO INFORMADO,455,59,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE [IFSUL] [456]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSUL,456,IFSRIOGRAN [IFSRIOGRAN] [26436] [SIAPE],324,SIAPE,26436,IFSRIOGRAN,IFSRIOGRAN,NÃO INFORMADO,456,60,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS [UFMG] [423],UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,423,UNIVERSIDADE FEDERAL DE MINAS GERAIS [UFMG] [26238] [SIAFI],323,SIAFI,26238,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,ATIVO,423,40,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ [IFPA] [100917]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,100917,IFPA [IFPA] [26416] [SIAPE],322,SIAPE,26416,IFPA,IFPA,NÃO INFORMADO,100917,145,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL FLUMINENSE [UFF] [427],UNIVERSIDADE FEDERAL FLUMINENSE,UFF,427,UNIVERSIDADE FEDERAL FLUMINENSE [UFF] [26236] [SIAFI],321,SIAFI,26236,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,ATIVO,427,44,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS [IFSUDMG] [100902]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSUDMG,100902,IFSUDMG [IFSUDMG] [26411] [SIAPE],305,SIAPE,26411,IFSUDMG,IFSUDMG,NÃO INFORMADO,100902,128,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO [IFMA] [100921]","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,100921,IFMA [IFMA] [26408] [SIAPE],304,SIAPE,26408,IFMA,IFMA,NÃO INFORMADO,100921,120,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR [CAPES] [250],FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,CAPES,250,FUND COORD APERF PESSOAL NIVEL SUPERIOR [CAPES] [26298] [SIAPE],303,SIAPE,26298,FUND COORD APERF PESSOAL NIVEL SUPERIOR,CAPES,NÃO INFORMADO,250,12,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO SUL DA BAHIA [UFSB] [122378],UNIVERSIDADE FEDERAL DO SUL DA BAHIA,UFSB,122378,UNIVERSIDADE FEDERAL DO SUL DA BAHIA [UFSB] [26450] [SIAFI],301,SIAFI,26450,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,UFSB,ATIVO,122378,171,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,UNIVERSIDADE FEDERAL DO CARIRI [UFCA] [122391],UNIVERSIDADE FEDERAL DO CARIRI,UFCA,122391,UNIVERSIDADE FEDERAL DO CARIRI [UFCA] [26449] [SIAFI],300,SIAFI,26449,UNIVERSIDADE FEDERAL DO CARIRI,UFCA,ATIVO,122391,174,2020-08-10 19:22:48.540
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS [UFSCAR] [475],FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,475,UNIVERSIDADE FEDERAL DE SAO CARLOS [FUFSCAR] [26280] [SIAPE],299,SIAPE,26280,UNIVERSIDADE FEDERAL DE SAO CARLOS,FUFSCAR,NÃO INFORMADO,475,79,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ [UFPI] [468],FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,468,UNIVERSIDADE FEDERAL DO PIAUI [UFPI] [26279] [SIAPE],298,SIAPE,26279,UNIVERSIDADE FEDERAL DO PIAUI,UFPI,NÃO INFORMADO,468,72,2018-10-18 18:35:11.517
MINISTÉRIO DA EDUCAÇÃO [MEC] [244],MINISTÉRIO DA EDUCAÇÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS [UFGD] [84712],FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,84712,FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS [UFGD] [26350] [SIAFI],297,SIAFI,26350,FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS,UFGD,ATIVO,84712,111,2020-08-10 19:22:48.540
